1591:69776,79924,108161,106813,14016,22364,46337,67555,89318,95425
1601:3829,3634,36885,94500,22703,17198,3180,15395,4126,78608
1602:6096,70574,91406,14912,185,16514,62633,35065,4662,3937
1629:81255,94557,54969,14147,26339,15172,114299,38063,57724,1759
1634:9797,30272,11367,68299,80190,1546,74588,8167,4147,100188
1642:30993,85678,4125,16319,17508,15755,4764,7667,15248,12160
1653:317,28643,5859,1896,39539,118090,21409,37047,68471,43827
1654:5922,33249,32282,115125,32199,9646,32721,2008,20721,2829
1655:5998,19719,19529,4730,65916,2416,5581,27211,9332,90507
1668:1759,7667,370,15248,5621,12160,8926,63313,24370,14670
1681:101736,13241,15745,43577,1462,11848,2307,14073,73419,73463
1703:41722,8035,14464,88375,28094,24502,9992,5701,26618,87919
1721:51214,27822,99037,42441,513,65127,87515,51698,3379,116323
1727:28213,5315,114414,100764,85273,91270,17705,11244,108833,88757
1728:3751,346,11053,7989,2578,1896,4563,18666,10410,70019
1745:44182,9472,107482,92263,76606,59047,2008,3274,96524,106913
1746:60,54969,14147,114299,7806,1146,563,58979,28275,120063
1751:20483,97084,66685,20294,27251,62178,45100,10478,92327,79335
1756:2338,71978,52364,102685,62067,41387,30766,26837,115900,25721
1758:16092,32301,16438,48106,19288,39034,83475,4123,16390,2168
1761:2578,40489,58529,535,104345,1786,88748,46255,32166,66480
1767:14285,1494,2316,20916,47550,4353,56948,12042,85970,23995
1779:1674,118819,120615,73942,26885,99455,55357,117015,103533,37843
1780:32351,68717,104391,88524,10246,120791,8,3041,5767,21621
1783:121196,113088,75746,37636,88823,71147,37424,73735,39589,77552
1787:7558,12388,3143,43222,52158,84127,85095,20400,4642,91927
1788:18122,112144,28139,92127,39034,25292,77496,100219,13307,67649
1794:25644,3649,78068,34000,3973,4991,87215,3580,3447,13087
1796:21544,6491,21799,60905,52256,34000,7859,1923,4991,97183
1803:6202,12360,78068,25061,4708,709,4262,645,122964,61278
1820:6793,889,26062,16049,33789,65,161,20916,24699,119592
1821:7974,25644,27383,60689,53421,22501,326,2302,20734,119373
1822:317,30095,26196,39701,39539,89921,21409,37047,43827,72933
1823:136,1462,13273,2454,83101,43387,996,21798,21817,17196
1840:40269,14328,85678,4125,1644,15248,12160,8926,63313,14670
1841:29918,10127,30929,36101,33979,12863,43572,15371,57291,105264
1842:44835,3142,633,15741,14859,30151,42157,12455,28858,8444
1850:17341,17005,8095,5268,20740,70710,4224,380,13273,521
1853:3707,15741,64640,25951,40441,67459,117511,42939,42379,81294
1854:1217,79409,12419,18666,17769,294,22337,28094,9785,56895
1862:80573,98696,60912,366,521,86031,24164,35934,36954,13374
1880:6945,875,7506,1057,8058,44460,112593,13407,100499,28132
1883:20748,24195,49233,9580,114351,108599,12522,52892,30359,23518
1890:21844,113320,3143,42590,93602,1242,79573,24354,28988,32741
1891:4828,14998,57461,38250,7989,4106,3628,3429,510,3517
1893:561,23697,24568,2359,19963,333,9311,4487,4173,51834
1894:71427,7491,20405,15720,3937,66363,91209,117835,24419,103800
1911:37176,84804,56914,50700,83797,85899,50764,119649,95155,93976
1912:19719,15873,162,518,109171,113136,82805,75294,13526,43769
1913:13510,69999,44785,32009,2031,4486,7358,12441,15212,598
1930:12743,101857,33763,4273,91278,90185,115872,42939,110895,38641
1932:50964,83036,100357,35398,42756,58808,98890,96378,55944,23289
1950:52765,35630,2512,3588,108030,109585,86944,73427,74030,68777
1951:28510,91621,26122,117484,3509,8,1983,79085,11754,2583
1952:1277,162,95380,20916,78873,31452,11456,33252,15873,20467
2005:121124,6040,105547,119977,9992,12612,7916,50497,2117,967
2017:44039,101380,107733,96027,60687,91476,34841,49140,108657,2080
2025:76121,24676,5457,299,31807,4642,10682,10518,8197,236
2030:48917,1598,52990,59987,5117,2203,77770,42211,81389,107494
2034:58219,104789,37061,75592,26838,119,32425,11594,76120,41031
2038:116514,35130,106868,20255,101235,16143,15382,81241,50070,63734
2046:2101,1155,87162,37665,61592,83931,73175,97100,38047,122374
2058:88234,48197,43327,25649,16147,92462,55235,65161,52829,106372
2068:559,35101,25563,101900,81160,563,79306,29167,33720,28130
2070:112150,98365,63271,26765,50444,51875,96281,61772,31101,5347
2071:7974,18298,934,6073,32301,6979,14668,2607,15534,238
2072:41190,1762,61772,1102,5347,2570,8688,14912,8232,1896
2074:1109,36507,1131,34000,4353,1644,14653,18284,15248,40269
2075:52765,62404,12162,2163,3564,4664,7989,4563,356,9545
2076:104101,17,302,654,76,616,58,8,866,84
2077:20879,91447,122685,22917,111636,72352,79915,27887,65831,5477
2080:9459,59506,78873,20916,21735,23995,333,4351,75207,114453
2085:28122,19174,22944,5148,14944,21220,10639,25523,29039,122510
2097:48596,12874,5785,5387,18749,55657,730,51909,27995,112499
2112:5450,83899,28755,13468,657,829,9890,9482,28379,110250
2115:10759,388,67166,67452,13512,16206,46283,89756,102226,11484
2116:17124,24568,88375,38941,1780,4851,4487,2512,3588,115530
2123:3829,3634,36885,22703,17198,3180,15395,4126,40941,78608
2135:39307,95021,7415,18177,80923,17061,62114,2543,122598,13138
2141:77063,1168,9388,113780,54201,109254,54895,114712,70970,80530
2147:398,58979,28275,120063,49503,103722,46230,87293,109658,77841
2154:66363,91209,117835,24419,15720,103800,88178,71392,46122,15762
2160:5189,3564,12162,67343,66777,2345,5414,1099,4353,56948
2162:62170,16216,32033,79349,49514,94805,112214,74131,82122,14566
2170:71626,80098,1090,94699,44791,39574,11053,1896,91554,10759
2177:14431,4009,459,46328,81158,18530,17917,21957,2200,29918
2184:58281,118849,36114,7802,6033,31452,11456,4017,39539,8445
2185:102106,104365,92739,60247,88195,57648,80772,55185,82114,71626
2187:17,302,654,76,616,58,8,866,84,29
2211:95895,108622,12445,59625,2904,76028,90927,9696,59191,1965
2223:33215,7305,5812,652,87110,13839,95800,61735,97205,21015
2243:21578,37709,15614,53969,29238,28786,24272,80125,86626,90199
2244:61986,6474,73484,72261,22611,122089,59727,121388,104874,101636
2247:49245,23574,115688,9627,27730,56011,36805,97100,89290,34367
2250:49715,82522,9874,5480,11255,8733,168,9417,2634,5235
2253:12160,7667,370,15248,1957,8926,4481,63313,14670,751
2260:91373,58958,42636,1155,99957,110414,107836,9627,48746,80284
2261:62404,24195,10733,19037,31063,26735,8776,57518,107658,10901
2262:52594,11022,20127,45217,105908,36374,16200,47912,23540,97147
2290:13273,5572,11415,72493,2108,5347,6275,18012,61772,1762
2291:16935,1310,26376,17426,45649,34309,78873,3447,23995,2316
2293:44709,3791,60,36705,10276,12814,108616,26339,8194,1146
2301:4106,102372,74477,79500,39935,33889,23195,48518,16792,76663
2302:95264,48738,39395,8,63084,25491,1535,3775,32274,115530
2304:116164,20447,1966,1218,704,86770,6264,4358,48377,731
2318:14383,27866,25370,136,21817,99305,79085,78277,97117,69380
2325:46216,111422,34324,875,25733,28453,7333,12776,102393,6945
2335:6106,77738,109,24164,36954,9159,43335,9217,11955,2607
2343:21567,106917,73935,55516,8,2116,62114,5632,13554,1435
2346:64173,78383,14180,25348,118335,89461,98976,22854,65265,58051
2347:31224,7728,109758,101637,115935,81081,50281,67125,83016,115478
2348:12864,14880,14992,35630,1756,13906,55574,54405,18616,39539
2362:17,302,654,76,616,58,8,866,84,29
2363:4813,55053,250,33252,1277,406,11456,3675,5610,8445
2364:1896,6073,35630,3588,21911,15615,37504,107295,11053,121283
2369:1331,99850,90948,1957,40269,8579,46057,61901,39935,979
2373:63271,2931,31101,17341,35566,370,88330,829,113827,6552
2381:28314,5414,20869,4353,56948,87215,1109,5189,194,47413
2382:7785,19468,105800,19907,13087,25733,1626,60526,7333,12776
2384:67743,14108,65227,98960,94958,74323,7253,59953,62410,122286
2385:3751,11699,54939,94117,41450,10610,12360,8055,407,22637
2392:62406,25337,75524,70673,74311,10747,99078,99280,74942,66872
2393:71626,39574,5484,59997,21544,5450,80694,57818,15963,3943
2394:71626,55521,39574,18370,22134,46216,34324,116449,5581,2163
2395:194,1494,5414,11643,8115,28314,46290,7491,3937,87215
2399:33458,20741,24849,37710,11326,13780,4633,63794,50172,15741
2405:20552,82556,58281,105907,80098,118849,8165,71890,1090,44613
2407:4708,13051,704,24244,18271,2829,5857,1649,55657,41750
2408:2543,38382,13138,83599,8530,1311,1523,31626,103800,26104
2419:5017,37060,22337,40759,5750,23697,46227,229,118716,1474
2429:13468,657,9890,9482,16725,34141,106448,26461,28379,122888
2447:5581,380,521,2163,31908,5268,58529,3751,5445,3424
2452:19626,8349,10127,24481,95533,77590,27927,6387,48061,698
2453:113229,24197,11941,2283,3028,128,4249,1499,193,68631
2454:8676,6188,8498,15963,91098,12976,17527,10948,23339,41867
2456:5729,16390,10295,108599,36807,3751,3546,5414,1494,119683
2461:7974,15534,5347,61772,12056,21841,3142,44835,61157,13559
2464:1762,2570,41190,8688,65000,40326,4563,16311,80361,17390
2465:96748,4536,20916,86033,75207,114453,105762,41071,38041,96716
2469:9822,49245,10226,13569,13835,59908,28631,94788,17444,20453
2489:47587,41190,41378,4877,36067,38803,110844,24196,28352,60428
2491:2319,17,302,654,76,616,58,8,866,84
2499:26042,92989,36149,4288,94389,1668,55263,21082,90733,1654
2500:17186,1494,3013,49722,20869,36575,7785,5189,1109,194
2501:63527,56559,75799,78934,61345,39541,33486,26775,3463,26784
2505:71978,46031,22879,45258,27371,25721,2148,1222,7172,10592
2510:64153,3650,95800,87620,117067,51119,112377,16439,107013,74425
2515:6200,16438,83108,16092,89344,72154,110875,112144,63553,46822
2518:9678,83231,38510,98848,23574,29828,90015,94850,115688,22115
2520:55521,109,37190,786,380,91234,61328,5268,52039,12874
2521:44792,67829,83981,454,2528,6403,12015,4909,82869,27887
2524:14512,72120,93857,83752,83982,74404,27146,31355,109139,27875
2536:71255,8094,86888,35013,69611,38519,122089,38053,66769,70965
2541:72631,42290,26537,9545,8494,7490,67108,111823,35415,62792
2547:8861,1912,4756,14750,11210,5457,8197,7795,12253,21171
2553:4372,11730,9627,77900,80530,28955,15993,12385,38047,112900
2558:48497,110250,5581,9332,31908,5445,3424,15122,34275,42888
2560:5414,3546,3013,36954,56948,28314,34000,4991,87215,20869
2563:122386,20552,13908,82556,70220,116599,98379,105907,80098,44441
2573:7578,8868,13969,16092,16550,10510,72631,1551,10733,19037
2591:64752,1806,28198,20699,15911,645,11836,79306,29167,33720
2596:4351,366,39640,83636,10856,53565,11311,138,67636,91017
2597:60085,95600,80267,110762,30768,82897,84140,5642,105529,29470
2601:20356,48931,97802,53740,88883,54993,69662,104252,92638,95162
2604:64662,35836,38903,39624,5348,99396,5581,2077,2345,10966
2611:18960,13630,99483,48931,63792,62233,110267,92409,29342,3945
2612:55521,53955,7578,26062,2148,28480,3511,30236,108022,10055
2615:62114,122598,65672,99209,119448,63027,87287,86464,80532,23790
2625:9472,23377,64391,38943,18452,41385,76606,5543,25491,43769
2626:194,11643,1109,5444,3546,1494,87215,21445,12915,31686
2634:23656,82036,105061,14289,12440,39829,96967,13963,73163,108966
2636:45390,10252,39729,20916,333,110875,63553,75207,114453,102698
2639:23847,66453,59430,72710,87684,20951,53111,45318,1065,77516
2650:9776,114727,103292,70173,66480,30210,113945,74367,119401,23102
2661:117030,30555,85568,35681,82483,57880,4028,35526,120018,115245
2663:15806,4368,15721,87349,92311,82532,95286,122105,84525,101056
2666:3634,4126,3829,56941,36885,22703,17198,3180,15395,78608
2676:90801,1102,8213,9870,2203,84586,87349,76979,107494,56572
2689:2416,62114,122598,65672,99209,119448,63027,87287,86464,80532
2693:790,34318,47258,50803,7003,65618,109244,3884,56034,17
2708:76766,68180,53629,24265,83327,73505,74735,116420,5847,80482
2709:48917,80717,39226,763,1165,9572,91927,90319,61966,1195
2713:88280,1824,116920,4258,7299,39701,751,40258,43595,26196
2715:83191,13994,1970,7629,32973,704,66890,15559,11977,93431
2716:16542,76547,56430,52307,14041,43190,99401,32944,33229,50856
2727:1331,99850,98548,90948,51511,20458,4481,333,85678,4125
2730:53955,7974,7707,14668,934,6979,6073,12182,7415,2607
2731:104736,15873,23995,333,162,109171,75207,114453,75294,13526
2734:564,1069,1168,108599,36807,10295,16390,119683,54201,109254
2735:107362,10276,563,58979,28275,120063,49503,103722,46230,109658
2737:4828,92730,2316,14998,190,1550,510,193,7003,50231
2745:17934,6323,3715,33748,13083,8818,58974,59908,205,58958
2746:119724,58796,114873,28262,44960,97054,57880,16310,39501,99440
2748:3879,9857,716,61742,238,42057,75748,8886,110875,63553
2756:120,4787,30413,22315,925,82416,24710,99366,32200,62398
2760:32199,1277,4627,26160,317,22688,278,33252,23995,4813
2776:87246,8178,17,302,654,76,616,58,8,866
2799:9332,12441,42,2251,26070,42888,12935,81833,18364,7572
2802:1348,20909,41224,32527,2876,4288,2061,72562,39303,4702
2803:94755,14237,33572,347,19829,2595,670,97817,88529,11718
